Vehicle ID;O;D;Travel time
1.216;A1A_0;:L_0_0;3353
1.206;A1A_0;:L_3_0;3402
4.251;B1B_0;:M_0_0;3327
1.191;A1A_0;:L_3_0;3475
2.74;A1A_0;MM1_0;3671
1.217;A1A_0;:L_0_0;3361
1.139;A1A_0;:L_3_0;3719
2.176;A1A_0;MM1_0;2752
1.192;A1A_0;:L_3_0;3487
2.151;A1A_0;MM1_0;2989
1.218;A1A_0;:L_0_0;3373
3.152;B1B_0;:L_3_0;3470
2.75;A1A_0;MM1_0;3686
1.140;A1A_0;:L_3_0;3737
2.152;A1A_0;MM1_0;2997
1.193;A1A_0;:L_3_0;3502
1.219;A1A_0;:L_0_0;3389
2.178;A1A_0;:M_0_0;2768
1.207;A1A_0;:L_3_0;3446
2.185;A1A_0;:M_0_0;2712
1.194;A1A_0;:L_3_0;3514
1.220;A1A_0;:L_0_0;3401
2.153;A1A_0;:M_0_0;3010
1.208;A1A_0;:L_3_0;3458
1.221;A1A_0;:L_0_0;3403
1.141;A1A_0;:L_3_0;3767
4.252;B1B_0;MM1_0;3392
1.195;A1A_0;:L_3_0;3530
2.76;A1A_0;MM1_0;3724
1.222;A1A_0;:L_0_0;3412
1.209;A1A_0;:L_3_0;3474
2.154;A1A_0;:M_0_0;3025
1.196;A1A_0;:L_3_0;3541
4.253;B1B_0;:M_0_0;3410
2.77;A1A_0;MM1_0;3737
1.142;A1A_0;:L_3_0;3794
1.223;A1A_0;:L_0_0;3429
2.189;A1A_0;:M_0_0;2728
1.210;A1A_0;:L_3_0;3493
1.224;A1A_0;:L_0_0;3435
2.155;A1A_0;MM1_0;3044
1.211;A1A_0;:L_3_0;3495
4.254;B1B_0;MM1_0;3434
1.143;A1A_0;:L_3_0;3811
2.156;A1A_0;:M_0_0;3051
1.212;A1A_0;:L_3_0;3508
1.225;A1A_0;:L_0_0;3450
1.144;A1A_0;:L_3_0;3822
2.190;A1A_0;MM1_0;2751
1.226;A1A_0;:L_0_0;3454
3.153;B1B_0;:L_3_0;3580
2.78;A1A_0;:M_0_0;3775
1.213;A1A_0;:L_3_0;3523
2.157;A1A_0;MM1_0;3066
1.145;A1A_0;:L_3_0;3838
2.191;A1A_0;:M_0_0;2763
1.227;A1A_0;:L_0_0;3473
1.146;A1A_0;:L_3_0;3843
4.255;B1B_0;:M_0_0;3474
1.228;A1A_0;:L_0_0;3477
1.147;A1A_0;:L_3_0;3845
2.192;A1A_0;:M_0_0;2771
1.148;A1A_0;:L_3_0;3849
2.159;A1A_0;:M_0_0;3080
1.229;A1A_0;:L_0_0;3487
3.154;B1B_0;:L_3_0;3620
4.256;B1B_0;MM1_0;3495
1.149;A1A_0;:L_3_0;3859
2.79;A1A_0;MM1_0;3819
1.230;A1A_0;:L_0_0;3499
1.150;A1A_0;:L_3_0;3863
2.193;A1A_0;MM1_0;2792
1.231;A1A_0;:L_0_0;3501
1.151;A1A_0;:L_3_0;3865
2.194;A1A_0;:M_0_0;2791
1.152;A1A_0;:L_3_0;3869
2.161;A1A_0;MM1_0;3098
1.232;A1A_0;:L_0_0;3513
1.153;A1A_0;:L_3_0;3871
2.195;A1A_0;MM1_0;2798
1.154;A1A_0;:L_3_0;3875
4.257;B1B_0;MM1_0;3535
1.155;A1A_0;:L_3_0;3876
2.162;A1A_0;:M_0_0;3113
3.155;B1B_0;:L_3_0;3669
1.233;A1A_0;:L_0_0;3531
2.80;A1A_0;:M_0_0;3864
1.156;A1A_0;:L_3_0;3888
2.196;A1A_0;MM1_0;2819
1.234;A1A_0;:L_0_0;3539
1.157;A1A_0;:L_3_0;3890
2.197;A1A_0;:M_0_0;2818
1.158;A1A_0;:L_3_0;3895
4.258;B1B_0;:M_0_0;3566
1.235;A1A_0;:L_0_0;3549
1.159;A1A_0;:L_3_0;3897
2.164;A1A_0;:M_0_0;3131
1.236;A1A_0;:L_0_0;3554
1.160;A1A_0;:L_3_0;3901
2.81;A1A_0;MM1_0;3892
3.156;B1B_0;:L_3_0;3710
1.237;A1A_0;:L_0_0;3559
4.259;B1B_0;MM1_0;3585
1.161;A1A_0;:L_3_0;3909
2.166;A1A_0;MM1_0;3135
1.238;A1A_0;:L_0_0;3564
1.162;A1A_0;:L_3_0;3914
2.198;A1A_0;MM1_0;2852
1.239;A1A_0;:L_0_0;3566
1.163;A1A_0;:L_3_0;3916
4.260;B1B_0;:M_0_0;3601
1.240;A1A_0;:L_0_0;3573
1.271;A1A_0;:L_3_0;3435
2.167;A1A_0;MM1_0;3150
1.272;A1A_0;:L_3_0;3439
2.199;A1A_0;:M_0_0;2867
1.241;A1A_0;:L_0_0;3582
3.157;B1B_0;:L_3_0;3746
2.82;A1A_0;:M_0_0;3936
1.242;A1A_0;:L_0_0;3587
1.273;A1A_0;:L_3_0;3449
2.168;A1A_0;MM1_0;3162
1.243;A1A_0;:L_0_0;3589
1.274;A1A_0;:L_3_0;3454
4.261;B1B_0;MM1_0;3633
1.244;A1A_0;:L_0_0;3593
1.275;A1A_0;:L_3_0;3456
4.262;B1B_0;:M_0_0;3638
1.245;A1A_0;:L_0_0;3593
1.276;A1A_0;:L_3_0;3460
2.169;A1A_0;MM1_0;3176
1.246;A1A_0;:L_0_0;3598
1.277;A1A_0;:L_3_0;3460
4.263;B1B_0;:M_0_0;3648
1.278;A1A_0;:L_3_0;3465
1.247;A1A_0;:L_0_0;3606
2.83;A1A_0;:M_0_0;3973
3.158;B1B_0;:L_3_0;3793
1.248;A1A_0;:L_0_0;3611
2.170;A1A_0;:M_0_0;3191
1.279;A1A_0;:L_3_0;3474
4.264;B1B_0;:M_0_0;3666
1.249;A1A_0;:L_0_0;3615
1.280;A1A_0;:L_3_0;3479
2.171;A1A_0;MM1_0;3197
1.250;A1A_0;:L_0_0;3621
1.281;A1A_0;:L_3_0;3482
4.265;B1B_0;MM1_0;3679
1.251;A1A_0;:L_0_0;3622
1.282;A1A_0;:L_3_0;3486
4.266;B1B_0;:M_0_0;3680
1.252;A1A_0;:L_0_0;3626
1.283;A1A_0;:L_3_0;3489
1.253;A1A_0;:L_0_0;3628
2.172;A1A_0;MM1_0;3213
1.284;A1A_0;:L_3_0;3493
2.84;A1A_0;:M_0_0;4020
1.254;A1A_0;:L_0_0;3635
1.285;A1A_0;:L_3_0;3496
4.267;B1B_0;MM1_0;3698
1.255;A1A_0;:L_0_0;3638
3.159;B1B_0;:L_3_0;3850
2.173;A1A_0;:M_0_0;3226
1.256;A1A_0;:L_0_0;3643
1.286;A1A_0;:L_3_0;3509
4.268;B1B_0;MM1_0;3709
1.257;A1A_0;:L_0_0;3645
2.85;A1A_0;MM1_0;4040
1.287;A1A_0;:L_3_0;3512
1.258;A1A_0;:L_0_0;3648
2.174;A1A_0;MM1_0;3238
1.288;A1A_0;:L_3_0;3516
2.234;A1A_0;:M_0_0;2705
1.289;A1A_0;:L_3_0;3518
1.259;A1A_0;:L_0_0;3657
2.235;A1A_0;:M_0_0;2704
1.290;A1A_0;:L_3_0;3522
1.260;A1A_0;:L_0_0;3661
1.291;A1A_0;:L_3_0;3524
4.269;B1B_0;MM1_0;3741
1.261;A1A_0;:L_0_0;3663
2.175;A1A_0;:M_0_0;3260
1.292;A1A_0;:L_3_0;3529
1.262;A1A_0;:L_0_0;3667
2.86;A1A_0;MM1_0;4078
3.160;B1B_0;:L_3_0;3906
1.263;A1A_0;:L_0_0;3670
2.236;A1A_0;:M_0_0;2727
1.293;A1A_0;:L_3_0;3538
1.264;A1A_0;:L_0_0;3675
1.294;A1A_0;LL1_0;3542
2.177;A1A_0;MM1_0;3265
1.265;A1A_0;:L_0_0;3678
4.270;B1B_0;MM1_0;3772
1.565;A1A_0;:L_3_0;2181
1.266;A1A_0;:L_0_0;3681
2.87;A1A_0;MM1_0;4098
1.295;A1A_0;:L_3_0;3552
1.267;A1A_0;:L_0_0;3684
4.271;B1B_0;MM1_0;3784
1.566;A1A_0;:L_3_0;2189
1.268;A1A_0;:L_0_0;3688
2.179;A1A_0;MM1_0;3276
1.296;A1A_0;:L_3_0;3564
1.269;A1A_0;:L_0_0;3690
2.237;A1A_0;MM1_0;2762
1.297;A1A_0;:L_3_0;3566
1.270;A1A_0;:L_0_0;3695
4.272;B1B_0;MM1_0;3800
3.161;B1B_0;:L_3_0;3957
2.180;A1A_0;:M_0_0;3289
1.567;A1A_0;:L_3_0;2202
2.238;A1A_0;:M_0_0;2774
1.298;A1A_0;:L_3_0;3585
2.282;A1A_0;MM1_0;2245
1.568;A1A_0;:L_3_0;2209
2.88;A1A_0;:M_0_0;4145
1.299;A1A_0;:L_3_0;3594
2.181;A1A_0;:M_0_0;3309
1.300;A1A_0;:L_3_0;3599
4.273;B1B_0;:M_0_0;3838
1.569;A1A_0;:L_3_0;2218
2.182;A1A_0;:M_0_0;3315
1.301;A1A_0;:L_3_0;3607
2.239;A1A_0;MM1_0;2810
3.162;B1B_0;:L_3_0;4010
2.285;A1A_0;MM1_0;2220
4.274;B1B_0;:M_0_0;3857
1.570;A1A_0;:L_3_0;2233
2.283;A1A_0;MM1_0;2274
3.163;B1B_0;:L_3_0;4015
2.287;A1A_0;MM1_0;2191
2.89;A1A_0;:M_0_0;4190
1.302;A1A_0;:L_3_0;3633
2.183;A1A_0;:M_0_0;3345
3.164;B1B_0;:L_3_0;4025
4.275;B1B_0;MM1_0;3882
1.303;A1A_0;:L_3_0;3641
2.184;A1A_0;MM1_0;3351
3.165;B1B_0;:L_3_0;4031
1.400;A1A_0;:L_0_0;3212
1.571;A1A_0;:L_3_0;2262
2.241;A1A_0;:M_0_0;2846
1.403;A1A_0;LL1_0;3206
2.284;A1A_0;MM1_0;2298
3.166;B1B_0;:L_3_0;4040
1.405;A1A_0;:L_0_0;3204
4.276;B1B_0;MM1_0;3906
1.304;A1A_0;:L_3_0;3669
1.406;A1A_0;:L_0_0;3210
2.242;A1A_0;MM1_0;2858
3.167;B1B_0;:L_3_0;4045
2.293;A1A_0;MM1_0;2122
1.407;A1A_0;:L_0_0;3212
2.186;A1A_0;:M_0_0;3370
1.572;A1A_0;:L_3_0;2284
4.277;B1B_0;MM1_0;3925
1.408;A1A_0;:L_0_0;3218
3.168;B1B_0;:L_3_0;4055
2.90;A1A_0;MM1_0;4255
1.409;A1A_0;:L_0_0;3221
1.305;A1A_0;:L_3_0;3695
2.187;A1A_0;:M_0_0;3383
1.410;A1A_0;:L_0_0;3226
1.306;A1A_0;:L_3_0;3700
2.243;A1A_0;:M_0_0;2886
1.411;A1A_0;:L_0_0;3227
3.169;B1B_0;:L_3_0;4070
2.286;A1A_0;MM1_0;2313
1.412;A1A_0;:L_0_0;3232
1.573;A1A_0;:L_3_0;2313
4.278;B1B_0;MM1_0;3956
1.413;A1A_0;:L_0_0;3233
1.307;A1A_0;:L_3_0;3717
2.188;A1A_0;:M_0_0;3404
1.414;A1A_0;:L_0_0;3238
3.170;B1B_0;:L_3_0;4088
2.244;A1A_0;MM1_0;2909
1.574;A1A_0;:L_3_0;2328
4.279;B1B_0;MM1_0;3974
1.417;A1A_0;:L_0_0;3237
3.171;B1B_0;:L_3_0;4094
2.91;A1A_0;MM1_0;4307
1.418;A1A_0;:L_0_0;3242
1.308;A1A_0;:L_3_0;3744
1.419;A1A_0;:L_0_0;3242
4.280;B1B_0;MM1_0;3986
3.172;B1B_0;:L_3_0;4102
1.420;A1A_0;:L_0_0;3247
2.245;A1A_0;:M_0_0;2929
1.309;A1A_0;:L_3_0;3751
2.92;A1A_0;:M_0_0;4319
1.421;A1A_0;:L_0_0;3250
3.173;B1B_0;:L_3_0;4107
2.288;A1A_0;MM1_0;2337
1.422;A1A_0;:L_0_0;3254
1.575;A1A_0;:L_3_0;2356
4.281;B1B_0;MM1_0;4009
1.423;A1A_0;:L_0_0;3255
1.310;A1A_0;:L_3_0;3771
2.246;A1A_0;MM1_0;2950
1.424;A1A_0;:L_0_0;3260
1.576;A1A_0;:L_3_0;2364
2.289;A1A_0;MM1_0;2339
1.425;A1A_0;:L_0_0;3262
1.311;A1A_0;:L_3_0;3781
1.426;A1A_0;:L_0_0;3265
4.282;B1B_0;:M_0_0;4026
1.312;A1A_0;:L_3_0;3786
1.427;A1A_0;:L_0_0;3267
2.247;A1A_0;MM1_0;2964
1.577;A1A_0;:L_3_0;2373
4.283;B1B_0;MM1_0;4038
1.429;A1A_0;:L_0_0;3266
1.313;A1A_0;:L_3_0;3795
2.290;A1A_0;:M_0_0;2345
1.431;A1A_0;:L_0_0;3264
1.578;A1A_0;:L_3_0;2380
2.93;A1A_0;:M_0_0;4377
1.432;A1A_0;:L_0_0;3268
1.314;A1A_0;:L_3_0;3806
2.200;A1A_0;MM1_0;3417
1.433;A1A_0;:L_0_0;3271
1.315;A1A_0;:L_3_0;3808
2.248;A1A_0;:M_0_0;2992
1.434;A1A_0;:L_0_0;3275
1.579;A1A_0;:L_3_0;2387
2.291;A1A_0;:M_0_0;2354
1.435;A1A_0;:L_0_0;3277
1.316;A1A_0;:L_3_0;3820
4.284;B1B_0;:M_0_0;4076
1.436;A1A_0;:L_0_0;3281
1.580;A1A_0;:L_3_0;2394
2.201;A1A_0;MM1_0;3437
1.437;A1A_0;:L_0_0;3284
3.174;B1B_0;:L_3_0;4207
2.94;A1A_0;:M_0_0;4413
1.438;A1A_0;:L_0_0;3288
1.317;A1A_0;:L_3_0;3837
2.202;A1A_0;MM1_0;3442
1.439;A1A_0;:L_0_0;3289
2.249;A1A_0;:M_0_0;3025
1.318;A1A_0;:L_3_0;3842
1.441;A1A_0;:L_0_0;3287
1.581;A1A_0;:L_3_0;2409
2.292;A1A_0;:M_0_0;2377
1.442;A1A_0;:L_0_0;3295
4.285;B1B_0;MM1_0;4113
1.319;A1A_0;:L_3_0;3854
1.443;A1A_0;:L_0_0;3296
4.286;B1B_0;:M_0_0;4117
1.582;A1A_0;:L_3_0;2422
2.203;A1A_0;:M_0_0;3469
1.445;A1A_0;:L_0_0;3296
1.320;A1A_0;:L_3_0;3867
1.446;A1A_0;:L_0_0;3300
2.250;A1A_0;:M_0_0;3053
1.321;A1A_0;:L_3_0;3867
2.95;A1A_0;MM1_0;4462
1.447;A1A_0;:L_0_0;3302
1.583;A1A_0;:L_3_0;2432
1.448;A1A_0;:L_0_0;3305
2.251;A1A_0;MM1_0;3058
1.322;A1A_0;:L_3_0;3879
4.287;B1B_0;:M_0_0;4148
1.449;A1A_0;:L_0_0;3308
1.584;A1A_0;:L_3_0;2439
2.204;A1A_0;MM1_0;3496
1.450;A1A_0;:L_0_0;3312
1.323;A1A_0;:L_3_0;3888
2.252;A1A_0;MM1_0;3071
3.175;B1B_0;:L_3_0;4291
1.452;A1A_0;:L_0_0;3316
2.294;A1A_0;:M_0_0;2407
1.585;A1A_0;:L_3_0;2448
1.453;A1A_0;:L_0_0;3316
4.288;B1B_0;MM1_0;4171
1.324;A1A_0;:L_3_0;3906
1.454;A1A_0;:L_0_0;3321
2.96;A1A_0;MM1_0;4504
1.586;A1A_0;:L_3_0;2455
1.456;A1A_0;:L_0_0;3319
2.205;A1A_0;MM1_0;3524
1.325;A1A_0;:L_3_0;3913
1.457;A1A_0;:L_0_0;3322
4.289;B1B_0;MM1_0;4191
1.326;A1A_0;:L_3_0;3918
1.460;A1A_0;:L_0_0;3317
2.295;A1A_0;:M_0_0;2420
1.587;A1A_0;:L_3_0;2461
2.253;A1A_0;MM1_0;3114
1.461;A1A_0;:L_0_0;3321
1.327;A1A_0;:L_3_0;3929
4.290;B1B_0;MM1_0;4207
1.462;A1A_0;:L_0_0;3325
1.588;A1A_0;:L_3_0;2472
2.206;A1A_0;MM1_0;3552
1.328;A1A_0;:L_3_0;3941
2.254;A1A_0;:M_0_0;3126
1.329;A1A_0;:L_3_0;3942
2.296;A1A_0;MM1_0;2434
1.589;A1A_0;:L_3_0;2478
2.97;A1A_0;:M_0_0;4561
3.176;B1B_0;:L_3_0;4375
4.291;B1B_0;MM1_0;4237
1.465;A1A_0;:L_0_0;3345
1.330;A1A_0;:L_3_0;3962
2.255;A1A_0;MM1_0;3148
1.467;A1A_0;:L_0_0;3347
1.590;A1A_0;:L_3_0;2494
2.207;A1A_0;MM1_0;3588
1.468;A1A_0;:L_0_0;3350
1.331;A1A_0;:L_3_0;3972
4.292;B1B_0;MM1_0;4257
1.469;A1A_0;:L_0_0;3353
1.332;A1A_0;:L_3_0;3976
2.297;A1A_0;MM1_0;2457
1.591;A1A_0;:L_3_0;2499
2.98;A1A_0;:M_0_0;4597
1.333;A1A_0;:L_3_0;3983
2.208;A1A_0;MM1_0;3609
1.471;A1A_0;:L_0_0;3363
1.592;A1A_0;:L_3_0;2505
2.256;A1A_0;:M_0_0;3183
1.334;A1A_0;:L_3_0;3994
2.298;A1A_0;MM1_0;2466
1.335;A1A_0;:L_3_0;3993
2.369;A1A_0;MM1_0;1923
1.593;A1A_0;:L_3_0;2510
4.293;B1B_0;:M_0_0;4297
2.370;A1A_0;MM1_0;1922
1.336;A1A_0;:L_3_0;4003
2.258;A1A_0;:M_0_0;3189
3.177;B1B_0;:L_3_0;4449
2.209;A1A_0;:M_0_0;3639
1.594;A1A_0;:L_3_0;2524
4.294;B1B_0;:M_0_0;4313
2.371;A1A_0;MM1_0;1937
1.337;A1A_0;:L_3_0;4019
1.479;A1A_0;:L_0_0;3381
2.299;A1A_0;MM1_0;2482
1.338;A1A_0;:L_3_0;4023
4.295;B1B_0;MM1_0;4325
2.372;A1A_0;MM1_0;1947
1.595;A1A_0;:L_3_0;2533
2.259;A1A_0;:M_0_0;3218
1.339;A1A_0;:L_3_0;4033
2.300;A1A_0;:M_0_0;2492
2.373;A1A_0;MM1_0;1954
1.596;A1A_0;:L_3_0;2540
4.296;B1B_0;MM1_0;4346
1.340;A1A_0;:L_3_0;4045
2.374;A1A_0;MM1_0;1958
2.210;A1A_0;MM1_0;3687
1.341;A1A_0;:L_3_0;4046
1.597;A1A_0;:L_3_0;2547
2.261;A1A_0;MM1_0;3235
2.375;A1A_0;MM1_0;1968
2.301;A1A_0;:M_0_0;2519
1.342;A1A_0;:L_3_0;4058
2.376;A1A_0;MM1_0;1968
3.178;B1B_0;:L_3_0;4526
4.297;B1B_0;MM1_0;4372
1.598;A1A_0;:L_3_0;2561
2.302;A1A_0;:M_0_0;2528
2.377;A1A_0;MM1_0;1974
1.343;A1A_0;:L_3_0;4073
2.262;A1A_0;:M_0_0;3259
2.378;A1A_0;MM1_0;1977
1.599;A1A_0;:L_3_0;2562
2.303;A1A_0;MM1_0;2538
1.344;A1A_0;:L_3_0;4084
4.298;B1B_0;:M_0_0;4401
1.378;A1A_0;:L_3_0;3938
2.379;A1A_0;MM1_0;1985
2.211;A1A_0;MM1_0;3743
1.345;A1A_0;:L_3_0;4094
3.189;B1B_0;LL1_0;4488
2.263;A1A_0;:M_0_0;3281
1.380;A1A_0;:L_3_0;3945
2.380;A1A_0;MM1_0;1995
2.304;A1A_0;MM1_0;2560
3.190;B1B_0;:L_0_0;4493
1.346;A1A_0;:L_3_0;4106
4.299;B1B_0;MM1_0;4425
3.179;B1B_0;:L_3_0;4582
2.305;A1A_0;MM1_0;2568
3.191;B1B_0;:L_0_0;4498
1.347;A1A_0;:L_3_0;4114
2.381;A1A_0;MM1_0;2010
2.264;A1A_0;MM1_0;3302
3.180;B1B_0;:L_3_0;4590
2.306;A1A_0;MM1_0;2576
1.348;A1A_0;:L_3_0;4125
2.382;A1A_0;MM1_0;2016
3.192;B1B_0;:L_0_0;4511
4.300;B1B_0;:M_0_0;4450
1.349;A1A_0;:L_3_0;4126
2.383;A1A_0;MM1_0;2016
2.212;A1A_0;MM1_0;3793
3.193;B1B_0;:L_0_0;4512
1.383;A1A_0;:L_3_0;3982
4.301;B1B_0;:M_0_0;4462
3.181;B1B_0;:L_3_0;4612
2.384;A1A_0;MM1_0;2025
2.307;A1A_0;MM1_0;2598
1.350;A1A_0;:L_3_0;4146
3.194;B1B_0;:L_0_0;4526
2.265;A1A_0;MM1_0;3337
1.384;A1A_0;:L_3_0;4000
2.308;A1A_0;:M_0_0;2605
2.385;A1A_0;MM1_0;2038
3.182;B1B_0;:L_3_0;4628
2.266;A1A_0;:M_0_0;3343
1.351;A1A_0;:L_3_0;4162
3.195;B1B_0;:L_0_0;4537
2.309;A1A_0;:M_0_0;2614
1.352;A1A_0;:L_3_0;4167
2.386;A1A_0;MM1_0;2050
2.267;A1A_0;MM1_0;3350
1.353;A1A_0;:L_3_0;4168
3.196;B1B_0;:L_0_0;4546
2.387;A1A_0;MM1_0;2050
2.213;A1A_0;:M_0_0;3845
1.354;A1A_0;:L_3_0;4173
2.388;A1A_0;MM1_0;2051
1.355;A1A_0;:L_3_0;4173
2.268;A1A_0;MM1_0;3357
3.183;B1B_0;:L_3_0;4662
2.310;A1A_0;:M_0_0;2638
2.389;A1A_0;MM1_0;2058
3.197;B1B_0;:L_0_0;4561
4.302;B1B_0;:M_0_0;4531
1.356;A1A_0;:L_3_0;4185
2.311;A1A_0;:M_0_0;2645
1.357;A1A_0;:L_3_0;4187
2.390;A1A_0;MM1_0;2064
3.198;B1B_0;:L_0_0;4569
2.269;A1A_0;MM1_0;3377
3.184;B1B_0;:L_3_0;4679
2.312;A1A_0;:M_0_0;2652
1.392;A1A_0;:L_3_0;4046
3.199;B1B_0;:L_0_0;4574
2.391;A1A_0;MM1_0;2073
2.270;A1A_0;MM1_0;3382
1.358;A1A_0;:L_3_0;4206
2.392;A1A_0;MM1_0;2073
2.214;A1A_0;MM1_0;3895
3.185;B1B_0;:L_3_0;4693
3.200;B1B_0;:L_0_0;4585
2.271;A1A_0;MM1_0;3388
1.359;A1A_0;:L_3_0;4215
1.394;A1A_0;:L_3_0;4066
2.313;A1A_0;MM1_0;2676
1.531;A1A_0;:L_0_0;3451
2.393;A1A_0;MM1_0;2091
3.186;B1B_0;:L_3_0;4707
4.303;B1B_0;MM1_0;4586
2.394;A1A_0;MM1_0;2092
1.360;A1A_0;:L_3_0;4233
1.533;A1A_0;:L_0_0;3455
2.314;A1A_0;:M_0_0;2685
1.396;A1A_0;:L_3_0;4078
4.304;B1B_0;:M_0_0;4599
3.187;B1B_0;:L_3_0;4719
2.395;A1A_0;MM1_0;2099
2.215;A1A_0;MM1_0;3933
1.361;A1A_0;:L_3_0;4248
2.396;A1A_0;MM1_0;2097
2.272;A1A_0;MM1_0;3418
1.362;A1A_0;:L_3_0;4253
2.397;A1A_0;MM1_0;2099
2.315;A1A_0;:M_0_0;2708
2.398;A1A_0;MM1_0;2098
3.188;B1B_0;:L_3_0;4737
2.273;A1A_0;:M_0_0;3413
3.201;B1B_0;:L_0_0;4642
1.397;A1A_0;:L_3_0;4110
2.316;A1A_0;:M_0_0;2715
2.399;A1A_0;MM1_0;2105
1.363;A1A_0;:L_3_0;4270
2.274;A1A_0;MM1_0;3404
1.537;A1A_0;:L_0_0;3489
1.398;A1A_0;:L_3_0;4122
2.317;A1A_0;MM1_0;2722
1.538;A1A_0;:L_0_0;3495
1.364;A1A_0;:L_3_0;4283
4.305;B1B_0;MM1_0;4652
1.539;A1A_0;:L_0_0;3496
1.365;A1A_0;:L_3_0;4285
2.216;A1A_0;:M_0_0;3984
1.540;A1A_0;:L_0_0;3501
1.402;A1A_0;:L_3_0;4127
2.275;A1A_0;MM1_0;3413
3.202;B1B_0;:L_0_0;4681
1.366;A1A_0;:L_3_0;4298
2.318;A1A_0;:M_0_0;2744
1.543;A1A_0;:L_0_0;3500
1.404;A1A_0;:L_3_0;4134
2.276;A1A_0;MM1_0;3409
1.544;A1A_0;:L_0_0;3502
1.367;A1A_0;:L_3_0;4306
2.319;A1A_0;MM1_0;2753
1.545;A1A_0;:L_0_0;3496
1.368;A1A_0;:L_3_0;4311
2.277;A1A_0;:M_0_0;3402
1.546;A1A_0;:L_0_0;3496
1.369;A1A_0;:L_3_0;4312
2.320;A1A_0;:M_0_0;2761
1.547;A1A_0;:L_0_0;3489
1.370;A1A_0;:L_3_0;4316
1.548;A1A_0;:L_0_0;3487
4.306;B1B_0;MM1_0;4707
1.371;A1A_0;:L_3_0;4318
2.217;A1A_0;:M_0_0;4035
3.203;B1B_0;:L_0_0;4725
1.372;A1A_0;:L_3_0;4323
4.307;B1B_0;:M_0_0;4718
1.549;A1A_0;:L_0_0;3490
1.373;A1A_0;:L_3_0;4325
2.321;A1A_0;:M_0_0;2782
1.551;A1A_0;:L_0_0;3476
2.279;A1A_0;MM1_0;3396
1.415;A1A_0;:L_3_0;4143
1.552;A1A_0;:L_0_0;3477
1.374;A1A_0;:L_3_0;4336
2.322;A1A_0;MM1_0;2789
1.553;A1A_0;:L_0_0;3471
4.308;B1B_0;:M_0_0;4741
1.416;A1A_0;:L_3_0;4155
1.554;A1A_0;:L_0_0;3470
1.375;A1A_0;:L_3_0;4345
2.323;A1A_0;MM1_0;2796
4.309;B1B_0;MM1_0;4749
1.376;A1A_0;:L_3_0;4350
3.204;B1B_0;:L_0_0;4770
2.218;A1A_0;:M_0_0;4083
1.377;A1A_0;:L_3_0;4352
1.555;A1A_0;:L_0_0;3475
4.310;B1B_0;MM1_0;4760
1.379;A1A_0;:L_3_0;4350
1.557;A1A_0;:L_0_0;3463
2.324;A1A_0;MM1_0;2819
1.381;A1A_0;:L_3_0;4349
2.278;A1A_0;MM1_0;3474
4.311;B1B_0;:M_0_0;4770
1.558;A1A_0;:L_0_0;3463
1.382;A1A_0;:L_3_0;4355
2.325;A1A_0;MM1_0;2826
1.559;A1A_0;:L_0_0;3456
1.385;A1A_0;:L_3_0;4348
4.312;B1B_0;:M_0_0;4778
1.560;A1A_0;:L_0_0;3455
1.428;A1A_0;:L_3_0;4163
2.326;A1A_0;:M_0_0;2834
1.386;A1A_0;:L_3_0;4359
2.280;A1A_0;MM1_0;3460
1.561;A1A_0;:L_0_0;3455
4.313;B1B_0;MM1_0;4791
1.387;A1A_0;:L_3_0;4361
2.219;A1A_0;:M_0_0;4134
1.562;A1A_0;:L_0_0;3456
1.430;A1A_0;:L_3_0;4177
4.314;B1B_0;MM1_0;4799
1.388;A1A_0;:L_3_0;4374
1.563;A1A_0;:L_0_0;3456
2.327;A1A_0;MM1_0;2856
2.281;A1A_0;MM1_0;3466
1.389;A1A_0;:L_3_0;4376
1.564;A1A_0;:L_0_0;3455
4.315;B1B_0;MM1_0;4810
1.390;A1A_0;:L_3_0;4380
3.205;B1B_0;:L_0_0;4855
2.328;A1A_0;MM1_0;2865
1.391;A1A_0;:L_3_0;4382
3.206;B1B_0;:L_0_0;4856
4.316;B1B_0;MM1_0;4821
1.393;A1A_0;:L_3_0;4380
3.207;B1B_0;:L_0_0;4856
2.329;A1A_0;:M_0_0;2873
1.395;A1A_0;:L_3_0;4379
3.208;B1B_0;:L_0_0;4857
4.317;B1B_0;:M_0_0;4831
1.440;A1A_0;:L_3_0;4186
3.209;B1B_0;:L_0_0;4855
2.220;A1A_0;MM1_0;4186
1.399;A1A_0;:L_3_0;4376
4.318;B1B_0;MM1_0;4839
3.210;B1B_0;:L_0_0;4858
1.401;A1A_0;:L_3_0;4374
3.211;B1B_0;:L_0_0;4856
2.330;A1A_0;:M_0_0;2897
1.444;A1A_0;:L_3_0;4189
3.212;B1B_0;:L_0_0;4856
4.319;B1B_0;:M_0_0;4851
1.451;A1A_0;:L_3_0;4163
3.213;B1B_0;:L_0_0;4854
2.331;A1A_0;MM1_0;2903
1.455;A1A_0;:L_3_0;4152
3.214;B1B_0;:L_0_0;4855
4.320;B1B_0;MM1_0;4859
1.458;A1A_0;:L_3_0;4148
3.215;B1B_0;:L_0_0;4854
2.332;A1A_0;MM1_0;2910
1.459;A1A_0;:L_3_0;4149
4.321;B1B_0;MM1_0;4867
3.216;B1B_0;:L_0_0;4856
1.463;A1A_0;:L_3_0;4139
