Vehicle ID;O;D;Travel time
3.177;B1B_0;:L_3_0;3309
4.291;B1B_0;MM1_0;3209
1.150;A1A_0;:L_3_0;3680
4.292;B1B_0;:M_0_0;3214
3.178;B1B_0;:L_3_0;3318
2.92;A1A_0;MM1_0;3533
3.179;B1B_0;:L_3_0;3317
4.293;B1B_0;MM1_0;3224
1.151;A1A_0;:L_3_0;3694
4.294;B1B_0;:M_0_0;3227
3.180;B1B_0;:L_3_0;3327
1.152;A1A_0;:L_3_0;3705
4.295;B1B_0;MM1_0;3234
3.181;B1B_0;:L_3_0;3334
2.93;A1A_0;MM1_0;3555
3.182;B1B_0;:L_3_0;3338
4.296;B1B_0;MM1_0;3244
1.153;A1A_0;:L_3_0;3721
4.297;B1B_0;MM1_0;3246
3.183;B1B_0;:L_3_0;3343
4.298;B1B_0;:M_0_0;3251
1.154;A1A_0;:L_3_0;3732
2.94;A1A_0;:M_0_0;3576
3.184;B1B_0;:L_3_0;3354
4.299;B1B_0;MM1_0;3261
3.185;B1B_0;:L_3_0;3353
4.300;B1B_0;MM1_0;3264
1.155;A1A_0;:L_3_0;3748
4.301;B1B_0;:M_0_0;3270
3.186;B1B_0;:L_3_0;3364
2.95;A1A_0;MM1_0;3596
1.156;A1A_0;:L_3_0;3759
4.302;B1B_0;MM1_0;3279
3.187;B1B_0;:L_3_0;3369
4.303;B1B_0;:M_0_0;3282
3.188;B1B_0;:L_3_0;3371
4.304;B1B_0;:M_0_0;3286
1.157;A1A_0;:L_3_0;3775
2.96;A1A_0;MM1_0;3615
3.189;B1B_0;:L_3_0;3379
4.305;B1B_0;MM1_0;3296
1.158;A1A_0;:L_3_0;3786
4.306;B1B_0;MM1_0;3299
3.190;B1B_0;:L_3_0;3389
4.307;B1B_0;:M_0_0;3305
3.191;B1B_0;:L_3_0;3388
2.97;A1A_0;MM1_0;3636
1.159;A1A_0;LL1_0;3802
4.308;B1B_0;MM1_0;3314
3.192;B1B_0;:L_3_0;3397
4.309;B1B_0;:M_0_0;3319
1.160;A1A_0;:L_3_0;3812
4.310;B1B_0;MM1_0;3324
3.193;B1B_0;:L_3_0;3403
2.98;A1A_0;MM1_0;3658
3.194;B1B_0;:L_3_0;3405
4.311;B1B_0;:M_0_0;3334
1.161;A1A_0;:L_3_0;3826
3.195;B1B_0;:L_3_0;3411
4.312;B1B_0;MM1_0;3337
4.313;B1B_0;:M_0_0;3342
1.162;A1A_0;:L_3_0;3837
3.196;B1B_0;:L_3_0;3421
2.99;A1A_0;MM1_0;3678
3.197;B1B_0;:L_3_0;3421
4.314;B1B_0;MM1_0;3352
1.163;A1A_0;:L_3_0;3852
4.315;B1B_0;MM1_0;3354
4.316;B1B_0;MM1_0;3359
3.198;B1B_0;:L_3_0;3431
2.100;A1A_0;MM1_0;3697
1.164;A1A_0;:L_3_0;3864
3.199;B1B_0;:L_3_0;3438
4.317;B1B_0;MM1_0;3369
3.200;B1B_0;:L_3_0;3441
4.318;B1B_0;MM1_0;3371
1.165;A1A_0;:L_3_0;3879
2.101;A1A_0;:M_0_0;3710
3.201;B1B_0;:L_3_0;3448
4.319;B1B_0;MM1_0;3384
1.166;A1A_0;:L_3_0;3891
4.320;B1B_0;:M_0_0;3386
3.202;B1B_0;:L_3_0;3459
4.321;B1B_0;:M_0_0;3390
3.203;B1B_0;:L_3_0;3458
2.102;A1A_0;:M_0_0;3732
1.167;A1A_0;:L_3_0;3908
4.322;B1B_0;MM1_0;3403
4.323;B1B_0;MM1_0;3405
3.204;B1B_0;:L_3_0;3471
4.324;B1B_0;MM1_0;3408
1.168;A1A_0;:L_3_0;3920
3.205;B1B_0;:L_3_0;3478
2.103;A1A_0;MM1_0;3752
1.169;A1A_0;:L_3_0;3928
4.325;B1B_0;:M_0_0;3422
3.206;B1B_0;:L_3_0;3488
4.326;B1B_0;MM1_0;3424
1.170;A1A_0;:L_3_0;3940
4.327;B1B_0;MM1_0;3426
2.104;A1A_0;MM1_0;3772
3.207;B1B_0;:L_3_0;3498
4.328;B1B_0;MM1_0;3437
3.208;B1B_0;:L_3_0;3502
4.329;B1B_0;MM1_0;3440
1.171;A1A_0;:L_3_0;3959
4.330;B1B_0;:M_0_0;3443
3.209;B1B_0;:L_3_0;3510
2.105;A1A_0;:M_0_0;3793
1.172;A1A_0;:L_3_0;3970
4.331;B1B_0;MM1_0;3455
3.210;B1B_0;:L_3_0;3522
4.332;B1B_0;MM1_0;3457
3.211;B1B_0;:L_3_0;3521
4.333;B1B_0;:M_0_0;3460
1.173;A1A_0;:L_3_0;3987
4.334;B1B_0;MM1_0;3465
3.212;B1B_0;:L_3_0;3531
2.106;A1A_0;:M_0_0;3820
1.174;A1A_0;:L_3_0;3999
4.335;B1B_0;MM1_0;3475
3.213;B1B_0;:L_3_0;3539
4.336;B1B_0;:M_0_0;3478
1.175;A1A_0;:L_3_0;4008
2.107;A1A_0;MM1_0;3833
3.214;B1B_0;:L_3_0;3550
4.337;B1B_0;MM1_0;3491
1.176;A1A_0;:L_3_0;4019
4.338;B1B_0;:M_0_0;3493
3.215;B1B_0;:L_3_0;3557
4.339;B1B_0;:M_0_0;3494
3.216;B1B_0;:L_3_0;3562
2.108;A1A_0;MM1_0;3853
1.177;A1A_0;:L_3_0;4037
4.340;B1B_0;:M_0_0;3506
3.217;B1B_0;:L_3_0;3571
4.341;B1B_0;:M_0_0;3509
1.178;A1A_0;:L_3_0;4049
4.342;B1B_0;:M_0_0;3513
3.218;B1B_0;:L_3_0;3581
2.109;A1A_0;:M_0_0;3875
3.219;B1B_0;:L_3_0;3581
4.343;B1B_0;MM1_0;3526
1.179;A1A_0;:L_3_0;4066
4.344;B1B_0;MM1_0;3528
4.345;B1B_0;:M_0_0;3531
3.220;B1B_0;:L_3_0;3593
2.110;A1A_0;MM1_0;3894
1.180;A1A_0;:L_3_0;4078
3.221;B1B_0;:L_3_0;3599
4.346;B1B_0;MM1_0;3544
3.222;B1B_0;LL1_0;3603
4.347;B1B_0;MM1_0;3547
1.181;A1A_0;:L_3_0;4095
4.348;B1B_0;MM1_0;3550
2.111;A1A_0;MM1_0;3916
3.223;B1B_0;:L_3_0;3612
4.349;B1B_0;MM1_0;3563
1.182;A1A_0;:L_3_0;4108
3.224;B1B_0;:L_3_0;3622
4.350;B1B_0;MM1_0;3566
3.225;B1B_0;:L_3_0;3621
4.351;B1B_0;:M_0_0;3569
1.183;A1A_0;:L_3_0;4124
2.112;A1A_0;MM1_0;3938
3.226;B1B_0;:L_3_0;3630
4.352;B1B_0;MM1_0;3583
1.184;A1A_0;:L_3_0;4134
4.353;B1B_0;MM1_0;3585
3.227;B1B_0;:L_3_0;3635
4.354;B1B_0;:M_0_0;3588
1.185;A1A_0;:L_3_0;4141
2.113;A1A_0;:M_0_0;3958
3.228;B1B_0;:L_3_0;3646
4.355;B1B_0;:M_0_0;3601
1.186;A1A_0;:L_3_0;4152
4.356;B1B_0;:M_0_0;3604
3.229;B1B_0;:L_3_0;3653
4.357;B1B_0;MM1_0;3607
3.230;B1B_0;:L_3_0;3656
2.114;A1A_0;:M_0_0;3980
1.187;A1A_0;:L_3_0;4167
4.358;B1B_0;MM1_0;3619
3.231;B1B_0;:L_3_0;3663
4.359;B1B_0;MM1_0;3622
3.232;B1B_0;:L_3_0;3666
4.360;B1B_0;MM1_0;3624
1.188;A1A_0;:L_3_0;4185
2.115;A1A_0;:M_0_0;4000
3.233;B1B_0;:L_3_0;3674
4.361;B1B_0;MM1_0;3637
1.189;A1A_0;:L_3_0;4195
4.362;B1B_0;MM1_0;3640
3.234;B1B_0;:L_3_0;3685
4.363;B1B_0;:M_0_0;3641
1.190;A1A_0;:L_3_0;4207
3.235;B1B_0;:L_3_0;3692
2.116;A1A_0;MM1_0;4022
3.236;B1B_0;:L_3_0;3695
4.364;B1B_0;MM1_0;3654
4.365;B1B_0;:M_0_0;3656
1.191;A1A_0;:L_3_0;4223
4.366;B1B_0;:M_0_0;3659
3.237;B1B_0;:L_3_0;3703
2.117;A1A_0;MM1_0;4041
1.192;A1A_0;:L_3_0;4235
4.367;B1B_0;:M_0_0;3672
3.238;B1B_0;:L_3_0;3714
4.368;B1B_0;MM1_0;3674
3.239;B1B_0;:L_3_0;3715
4.369;B1B_0;MM1_0;3677
1.193;A1A_0;:L_3_0;4252
2.118;A1A_0;:M_0_0;4060
3.240;B1B_0;:L_3_0;3725
4.370;B1B_0;MM1_0;3690
1.194;A1A_0;:L_3_0;4263
4.371;B1B_0;MM1_0;3693
3.241;B1B_0;:L_3_0;3732
4.372;B1B_0;MM1_0;3696
3.242;B1B_0;:L_3_0;3735
2.119;A1A_0;MM1_0;4082
1.195;A1A_0;:L_3_0;4280
4.373;B1B_0;MM1_0;3709
3.243;B1B_0;:L_3_0;3741
4.374;B1B_0;MM1_0;3712
1.196;A1A_0;:L_3_0;4292
4.375;B1B_0;:M_0_0;3715
3.244;B1B_0;:L_3_0;3752
1.197;A1A_0;:L_3_0;4300
2.120;A1A_0;MM1_0;4105
3.245;B1B_0;:L_3_0;3760
4.376;B1B_0;MM1_0;3729
1.198;A1A_0;:L_3_0;4312
4.377;B1B_0;MM1_0;3731
3.246;B1B_0;:L_3_0;3770
4.378;B1B_0;MM1_0;3734
2.121;A1A_0;:M_0_0;4124
3.247;B1B_0;:L_3_0;3770
1.199;A1A_0;:L_3_0;4327
4.379;B1B_0;MM1_0;3747
3.248;B1B_0;:L_3_0;3780
4.380;B1B_0;MM1_0;3750
1.200;A1A_0;:L_3_0;4337
4.381;B1B_0;:M_0_0;3752
3.249;B1B_0;:L_3_0;3787
2.122;A1A_0;MM1_0;4146
3.250;B1B_0;:L_3_0;3790
4.382;B1B_0;MM1_0;3766
1.201;A1A_0;:L_3_0;4354
4.383;B1B_0;:M_0_0;3769
3.251;B1B_0;:L_3_0;3799
4.384;B1B_0;MM1_0;3774
1.202;A1A_0;:L_3_0;4367
2.123;A1A_0;:M_0_0;4169
3.252;B1B_0;:L_3_0;3810
4.385;B1B_0;:M_0_0;3786
3.253;B1B_0;:L_3_0;3810
4.386;B1B_0;MM1_0;3789
1.203;A1A_0;:L_3_0;4384
4.387;B1B_0;:M_0_0;3792
3.254;B1B_0;:L_3_0;3821
2.124;A1A_0;MM1_0;4189
1.204;A1A_0;:L_3_0;4395
4.388;B1B_0;MM1_0;3805
3.255;B1B_0;:L_3_0;3826
4.389;B1B_0;MM1_0;3807
1.205;A1A_0;:L_3_0;4403
2.125;A1A_0;MM1_0;4201
3.256;B1B_0;:L_3_0;3837
4.390;B1B_0;:M_0_0;3817
1.206;A1A_0;:L_3_0;4414
4.391;B1B_0;MM1_0;3822
3.257;B1B_0;:L_3_0;3844
4.392;B1B_0;MM1_0;3823
3.258;B1B_0;:L_3_0;3847
2.126;A1A_0;MM1_0;4222
1.207;A1A_0;:L_3_0;4429
4.393;B1B_0;MM1_0;3835
3.259;B1B_0;:L_3_0;3855
4.394;B1B_0;:M_0_0;3840
1.208;A1A_0;:L_3_0;4442
2.127;A1A_0;MM1_0;4234
3.260;B1B_0;:L_3_0;3866
4.395;B1B_0;:M_0_0;3848
3.261;B1B_0;:L_3_0;3866
4.396;B1B_0;MM1_0;3852
1.209;A1A_0;:L_3_0;4458
4.397;B1B_0;MM1_0;3857
3.262;B1B_0;:L_3_0;3876
2.128;A1A_0;MM1_0;4254
1.210;A1A_0;:L_3_0;4470
4.398;B1B_0;MM1_0;3867
3.263;B1B_0;:L_3_0;3884
4.399;B1B_0;:M_0_0;3870
3.264;B1B_0;:L_3_0;3885
2.129;A1A_0;MM1_0;4267
1.211;A1A_0;:L_3_0;4485
2.130;A1A_0;:M_0_0;4265
3.265;B1B_0;:L_3_0;3894
2.131;A1A_0;MM1_0;4265
1.212;A1A_0;:L_3_0;4497
2.132;A1A_0;:M_0_0;4264
3.266;B1B_0;:L_3_0;3904
2.133;A1A_0;MM1_0;4263
3.267;B1B_0;:L_3_0;3907
1.213;A1A_0;:L_3_0;4512
2.134;A1A_0;:M_0_0;4262
2.135;A1A_0;MM1_0;4261
3.268;B1B_0;:L_3_0;3921
2.136;A1A_0;:M_0_0;4260
1.214;A1A_0;:L_3_0;4526
2.137;A1A_0;MM1_0;4259
3.269;B1B_0;:L_3_0;3934
2.138;A1A_0;:M_0_0;4257
3.270;B1B_0;:L_3_0;3938
2.139;A1A_0;MM1_0;4255
1.215;A1A_0;:L_3_0;4542
2.140;A1A_0;:M_0_0;4253
3.271;B1B_0;:L_3_0;3950
2.141;A1A_0;:M_0_0;4251
1.216;A1A_0;:L_3_0;4555
2.142;A1A_0;MM1_0;4250
3.272;B1B_0;:L_3_0;3962
2.143;A1A_0;MM1_0;4249
3.273;B1B_0;:L_3_0;3966
1.217;A1A_0;:L_3_0;4570
2.144;A1A_0;MM1_0;4247
2.145;A1A_0;MM1_0;4245
3.274;B1B_0;:L_3_0;3978
2.146;A1A_0;MM1_0;4243
1.218;A1A_0;:L_3_0;4582
3.275;B1B_0;:L_3_0;3989
2.147;A1A_0;MM1_0;4242
2.148;A1A_0;MM1_0;4241
3.276;B1B_0;:L_3_0;3995
2.149;A1A_0;MM1_0;4240
1.219;A1A_0;:L_3_0;4601
2.150;A1A_0;:M_0_0;4239
3.277;B1B_0;:L_3_0;4009
2.151;A1A_0;MM1_0;4237
1.220;A1A_0;:L_3_0;4614
2.152;A1A_0;MM1_0;4235
3.278;B1B_0;:L_3_0;4022
2.153;A1A_0;MM1_0;4233
1.221;A1A_0;:L_3_0;4622
2.154;A1A_0;MM1_0;4231
3.279;B1B_0;:L_3_0;4032
2.155;A1A_0;MM1_0;4229
1.222;A1A_0;:L_3_0;4634
2.156;A1A_0;:M_0_0;4227
3.280;B1B_0;:L_3_0;4043
2.157;A1A_0;:M_0_0;4225
3.281;B1B_0;:L_3_0;4048
2.158;A1A_0;:M_0_0;4225
1.223;A1A_0;:L_3_0;4650
2.159;A1A_0;MM1_0;4223
3.282;B1B_0;:L_3_0;4060
2.160;A1A_0;:M_0_0;4222
1.224;A1A_0;:L_3_0;4661
2.161;A1A_0;MM1_0;4220
3.283;B1B_0;:L_3_0;4072
2.162;A1A_0;MM1_0;4218
3.284;B1B_0;:L_3_0;4076
2.163;A1A_0;MM1_0;4217
1.225;A1A_0;:L_3_0;4678
2.164;A1A_0;MM1_0;4215
3.285;B1B_0;:L_3_0;4088
2.165;A1A_0;MM1_0;4213
1.226;A1A_0;:L_3_0;4689
2.166;A1A_0;MM1_0;4211
3.286;B1B_0;:L_3_0;4098
3.287;B1B_0;:L_3_0;4102
2.167;A1A_0;MM1_0;4210
2.168;A1A_0;MM1_0;4208
1.227;A1A_0;:L_3_0;4704
3.288;B1B_0;:L_3_0;4114
2.169;A1A_0;MM1_0;4207
1.228;A1A_0;:L_3_0;4715
2.170;A1A_0;MM1_0;4206
3.289;B1B_0;:L_3_0;4124
2.171;A1A_0;:M_0_0;4204
3.290;B1B_0;:L_3_0;4129
2.172;A1A_0;MM1_0;4203
1.229;A1A_0;:L_3_0;4730
2.173;A1A_0;:M_0_0;4201
3.291;B1B_0;:L_3_0;4140
2.174;A1A_0;MM1_0;4199
1.230;A1A_0;:L_3_0;4741
2.175;A1A_0;MM1_0;4197
3.292;B1B_0;:L_3_0;4151
2.176;A1A_0;MM1_0;4197
3.293;B1B_0;:L_3_0;4155
2.177;A1A_0;MM1_0;4195
1.231;A1A_0;:L_3_0;4758
2.178;A1A_0;MM1_0;4193
3.294;B1B_0;:L_3_0;4169
2.179;A1A_0;MM1_0;4191
1.232;A1A_0;:L_3_0;4770
2.180;A1A_0;MM1_0;4190
3.295;B1B_0;:L_3_0;4181
2.181;A1A_0;MM1_0;4189
3.296;B1B_0;:L_3_0;4185
2.182;A1A_0;MM1_0;4188
1.233;A1A_0;:L_3_0;4785
2.183;A1A_0;MM1_0;4187
3.297;B1B_0;:L_3_0;4197
2.184;A1A_0;MM1_0;4186
1.234;A1A_0;:L_3_0;4797
2.185;A1A_0;MM1_0;4184
3.298;B1B_0;:L_3_0;4207
2.186;A1A_0;MM1_0;4182
3.299;B1B_0;:L_3_0;4212
2.187;A1A_0;MM1_0;4180
1.235;A1A_0;:L_3_0;4812
2.188;A1A_0;MM1_0;4177
1.236;A1A_0;:L_3_0;4816
2.189;A1A_0;:M_0_0;4176
1.237;A1A_0;:L_3_0;4817
1.238;A1A_0;:L_3_0;4821
2.190;A1A_0;MM1_0;4174
2.191;A1A_0;MM1_0;4172
1.239;A1A_0;:L_3_0;4823
2.192;A1A_0;:M_0_0;4170
1.240;A1A_0;:L_3_0;4827
1.241;A1A_0;:L_3_0;4828
2.193;A1A_0;MM1_0;4169
1.242;A1A_0;:L_3_0;4832
2.194;A1A_0;:M_0_0;4168
1.243;A1A_0;:L_3_0;4833
1.244;A1A_0;:L_3_0;4839
2.195;A1A_0;MM1_0;4180
1.245;A1A_0;:L_3_0;4841
1.246;A1A_0;:L_3_0;4845
1.247;A1A_0;:L_3_0;4844
2.196;A1A_0;:M_0_0;4191
1.248;A1A_0;:L_3_0;4848
1.249;A1A_0;:L_3_0;4850
1.250;A1A_0;:L_3_0;4854
2.197;A1A_0;:M_0_0;4205
1.251;A1A_0;:L_3_0;4856
1.252;A1A_0;:L_3_0;4859
1.253;A1A_0;:L_3_0;4860
2.198;A1A_0;MM1_0;4218
1.254;A1A_0;:L_3_0;4865
1.255;A1A_0;:L_3_0;4867
1.256;A1A_0;:L_3_0;4871
2.199;A1A_0;:M_0_0;4226
1.257;A1A_0;:L_3_0;4872
1.258;A1A_0;:L_3_0;4877
1.259;A1A_0;:L_3_0;4878
2.200;A1A_0;MM1_0;4240
1.260;A1A_0;:L_3_0;4883
1.261;A1A_0;:L_3_0;4885
1.262;A1A_0;:L_3_0;4889
2.201;A1A_0;MM1_0;4253
1.263;A1A_0;:L_3_0;4891
1.264;A1A_0;:L_3_0;4895
1.265;A1A_0;:L_3_0;4896
2.202;A1A_0;MM1_0;4270
1.266;A1A_0;:L_3_0;4899
1.267;A1A_0;:L_3_0;4900
1.268;A1A_0;:L_3_0;4904
2.203;A1A_0;MM1_0;4283
1.269;A1A_0;:L_3_0;4905
1.270;A1A_0;:L_3_0;4908
1.271;A1A_0;:L_3_0;4910
2.204;A1A_0;MM1_0;4295
1.272;A1A_0;:L_3_0;4914
1.273;A1A_0;:L_3_0;4915
1.274;A1A_0;:L_3_0;4921
2.205;A1A_0;MM1_0;4307
1.275;A1A_0;:L_3_0;4922
1.276;A1A_0;:L_3_0;4926
1.277;A1A_0;:L_3_0;4928
2.206;A1A_0;MM1_0;4320
1.278;A1A_0;:L_3_0;4932
1.279;A1A_0;:L_3_0;4933
1.280;A1A_0;:L_3_0;4937
2.207;A1A_0;MM1_0;4331
1.281;A1A_0;:L_3_0;4937
1.282;A1A_0;:L_3_0;4941
1.283;A1A_0;:L_3_0;4942
2.208;A1A_0;:M_0_0;4342
1.284;A1A_0;:L_3_0;4945
1.285;A1A_0;:L_3_0;4947
1.286;A1A_0;:L_3_0;4951
2.209;A1A_0;MM1_0;4357
1.287;A1A_0;:L_3_0;4952
1.288;A1A_0;:L_3_0;4955
1.289;A1A_0;:L_3_0;4957
1.290;A1A_0;:L_3_0;4961
2.210;A1A_0;:M_0_0;4375
1.291;A1A_0;:L_3_0;4962
1.292;A1A_0;:L_3_0;4967
2.211;A1A_0;MM1_0;4383
1.293;A1A_0;:L_3_0;4969
1.294;A1A_0;:L_3_0;4974
1.295;A1A_0;:L_3_0;4975
1.296;A1A_0;:L_3_0;4980
2.212;A1A_0;:M_0_0;4399
1.297;A1A_0;:L_3_0;4982
1.298;A1A_0;:L_3_0;4986
1.299;A1A_0;:L_3_0;4987
2.213;A1A_0;:M_0_0;4411
1.300;A1A_0;:L_3_0;4992
1.301;A1A_0;:L_3_0;4994
2.214;A1A_0;MM1_0;4421
1.302;A1A_0;:L_3_0;4998
1.303;A1A_0;:L_3_0;4999
1.304;A1A_0;:L_3_0;5004
1.305;A1A_0;:L_3_0;5005
2.215;A1A_0;:M_0_0;4442
1.306;A1A_0;:L_3_0;5010
1.307;A1A_0;:L_3_0;5011
2.216;A1A_0;:M_0_0;4448
1.308;A1A_0;:L_3_0;5015
1.309;A1A_0;:L_3_0;5017
1.310;A1A_0;:L_3_0;5021
2.217;A1A_0;MM1_0;4462
1.311;A1A_0;:L_3_0;5022
1.312;A1A_0;:L_3_0;5025
1.313;A1A_0;:L_3_0;5027
2.218;A1A_0;:M_0_0;4474
1.314;A1A_0;:L_3_0;5031
1.315;A1A_0;:L_3_0;5033
1.316;A1A_0;:L_3_0;5037
2.219;A1A_0;:M_0_0;4490
1.317;A1A_0;:L_3_0;5039
1.318;A1A_0;:L_3_0;5043
1.319;A1A_0;:L_3_0;5045
2.220;A1A_0;MM1_0;4500
1.320;A1A_0;:L_3_0;5050
1.321;A1A_0;:L_3_0;5050
1.322;A1A_0;:L_3_0;5054
1.323;A1A_0;:L_3_0;5055
2.221;A1A_0;MM1_0;4518
1.324;A1A_0;:L_3_0;5059
1.325;A1A_0;:L_3_0;5061
2.222;A1A_0;:M_0_0;4527
1.326;A1A_0;:L_3_0;5064
1.327;A1A_0;:L_3_0;5066
1.328;A1A_0;:L_3_0;5070
2.223;A1A_0;MM1_0;4536
1.329;A1A_0;:L_3_0;5071
1.330;A1A_0;:L_3_0;5075
1.331;A1A_0;:L_3_0;5077
2.224;A1A_0;:M_0_0;4553
1.332;A1A_0;:L_3_0;5081
1.333;A1A_0;:L_3_0;5083
1.334;A1A_0;:L_3_0;5087
1.335;A1A_0;:L_3_0;5088
2.225;A1A_0;:M_0_0;4569
1.336;A1A_0;:L_3_0;5093
1.337;A1A_0;:L_3_0;5095
2.226;A1A_0;MM1_0;4580
1.338;A1A_0;:L_3_0;5100
1.339;A1A_0;:L_3_0;5102
1.340;A1A_0;:L_3_0;5107
2.227;A1A_0;MM1_0;4593
1.341;A1A_0;:L_3_0;5108
1.342;A1A_0;:L_3_0;5113
2.228;A1A_0;:M_0_0;4600
1.343;A1A_0;:L_3_0;5114
1.344;A1A_0;:L_3_0;5118
1.345;A1A_0;:L_3_0;5120
1.346;A1A_0;:L_3_0;5124
2.229;A1A_0;MM1_0;4615
1.347;A1A_0;:L_3_0;5125
1.348;A1A_0;:L_3_0;5129
1.349;A1A_0;:L_3_0;5131
2.230;A1A_0;MM1_0;4629
1.350;A1A_0;:L_3_0;5134
1.351;A1A_0;:L_3_0;5138
2.231;A1A_0;MM1_0;4640
1.352;A1A_0;:L_3_0;5143
1.353;A1A_0;:L_3_0;5145
1.354;A1A_0;:L_3_0;5149
1.355;A1A_0;:L_3_0;5150
2.232;A1A_0;:M_0_0;4657
1.356;A1A_0;:L_3_0;5153
1.357;A1A_0;:L_3_0;5154
1.358;A1A_0;:L_3_0;5159
2.233;A1A_0;MM1_0;4671
1.359;A1A_0;:L_3_0;5160
1.360;A1A_0;:L_3_0;5163
1.361;A1A_0;:L_3_0;5165
2.234;A1A_0;MM1_0;4681
1.362;A1A_0;:L_3_0;5169
1.363;A1A_0;:L_3_0;5170
1.364;A1A_0;:L_3_0;5174
2.235;A1A_0;:M_0_0;4693
1.365;A1A_0;:L_3_0;5175
1.366;A1A_0;:L_3_0;5180
1.367;A1A_0;:L_3_0;5181
2.236;A1A_0;:M_0_0;4709
1.368;A1A_0;:L_3_0;5186
1.369;A1A_0;:L_3_0;5187
1.370;A1A_0;:L_3_0;5192
2.237;A1A_0;MM1_0;4724
1.371;A1A_0;:L_3_0;5193
1.372;A1A_0;:L_3_0;5197
1.373;A1A_0;:L_3_0;5198
2.238;A1A_0;:M_0_0;4736
1.374;A1A_0;:L_3_0;5202
1.375;A1A_0;:L_3_0;5202
1.376;A1A_0;:L_3_0;5205
1.377;A1A_0;:L_3_0;5206
2.239;A1A_0;:M_0_0;4749
1.378;A1A_0;:L_3_0;5209
1.379;A1A_0;:L_3_0;5210
1.380;A1A_0;:L_3_0;5214
2.240;A1A_0;MM1_0;4765
1.381;A1A_0;:L_3_0;5216
1.382;A1A_0;:L_3_0;5221
1.383;A1A_0;:L_3_0;5222
2.241;A1A_0;MM1_0;4775
1.384;A1A_0;:L_3_0;5226
1.385;A1A_0;:L_3_0;5228
2.242;A1A_0;MM1_0;4786
1.386;A1A_0;:L_3_0;5233
1.387;A1A_0;:L_3_0;5235
1.388;A1A_0;:L_3_0;5238
2.243;A1A_0;MM1_0;4799
1.389;A1A_0;:L_3_0;5240
1.390;A1A_0;:L_3_0;5244
1.391;A1A_0;:L_3_0;5245
2.244;A1A_0;MM1_0;4812
1.392;A1A_0;:L_3_0;5250
1.393;A1A_0;:L_3_0;5250
1.394;A1A_0;:L_3_0;5254
1.395;A1A_0;:L_3_0;5255
2.245;A1A_0;MM1_0;4825
1.396;A1A_0;:L_3_0;5260
1.397;A1A_0;:L_3_0;5260
2.246;A1A_0;MM1_0;4835
1.398;A1A_0;:L_3_0;5264
1.399;A1A_0;:L_3_0;5265
1.400;A1A_0;:L_3_0;5269
2.247;A1A_0;MM1_0;4846
1.401;A1A_0;:L_3_0;5270
1.402;A1A_0;:L_3_0;5274
1.403;A1A_0;:L_3_0;5276
1.404;A1A_0;:L_3_0;5280
2.248;A1A_0;MM1_0;4863
1.405;A1A_0;:L_3_0;5282
1.406;A1A_0;:L_3_0;5287
2.249;A1A_0;:M_0_0;4875
1.407;A1A_0;:L_3_0;5289
1.408;A1A_0;:L_3_0;5294
1.409;A1A_0;:L_3_0;5295
1.410;A1A_0;:L_3_0;5298
2.250;A1A_0;MM1_0;4891
1.411;A1A_0;:L_3_0;5299
1.412;A1A_0;:L_3_0;5303
1.413;A1A_0;:L_3_0;5305
2.251;A1A_0;:M_0_0;4905
1.414;A1A_0;:L_3_0;5309
1.415;A1A_0;:L_3_0;5309
1.416;A1A_0;:L_3_0;5314
2.252;A1A_0;MM1_0;4918
1.417;A1A_0;:L_3_0;5315
1.418;A1A_0;:L_3_0;5319
1.419;A1A_0;:L_3_0;5321
2.253;A1A_0;:M_0_0;4932
1.420;A1A_0;:L_3_0;5325
1.421;A1A_0;:L_3_0;5327
1.422;A1A_0;:L_3_0;5331
2.254;A1A_0;:M_0_0;4943
1.423;A1A_0;:L_3_0;5333
1.424;A1A_0;:L_3_0;5338
1.425;A1A_0;:L_3_0;5338
2.255;A1A_0;:M_0_0;4958
1.426;A1A_0;:L_3_0;5343
1.427;A1A_0;:L_3_0;5344
1.428;A1A_0;:L_3_0;5348
1.429;A1A_0;:L_3_0;5348
2.256;A1A_0;:M_0_0;4976
1.430;A1A_0;:L_3_0;5352
1.431;A1A_0;:L_3_0;5353
1.432;A1A_0;:L_3_0;5357
2.257;A1A_0;MM1_0;4991
1.433;A1A_0;:L_3_0;5358
1.434;A1A_0;:L_3_0;5363
1.435;A1A_0;:L_3_0;5363
1.436;A1A_0;:L_3_0;5366
2.258;A1A_0;:M_0_0;5003
1.437;A1A_0;:L_3_0;5368
1.438;A1A_0;:L_3_0;5373
1.439;A1A_0;:L_3_0;5375
2.259;A1A_0;MM1_0;5017
1.440;A1A_0;:L_3_0;5379
1.441;A1A_0;:L_3_0;5380
2.260;A1A_0;MM1_0;5028
1.442;A1A_0;:L_3_0;5385
1.443;A1A_0;:L_3_0;5386
1.444;A1A_0;:L_3_0;5389
1.445;A1A_0;:L_3_0;5390
2.261;A1A_0;:M_0_0;5041
1.446;A1A_0;:L_3_0;5394
1.447;A1A_0;:L_3_0;5396
1.448;A1A_0;:L_3_0;5401
2.262;A1A_0;MM1_0;5057
1.449;A1A_0;:L_3_0;5402
1.450;A1A_0;:L_3_0;5406
2.263;A1A_0;MM1_0;5066
1.451;A1A_0;:L_3_0;5407
1.452;A1A_0;:L_3_0;5411
1.453;A1A_0;:L_3_0;5412
